County,Elevation ,Date,ppt ,tmin ,tmean ,tmax ,tdmean ,vpdmin ,vpdmax 
Amador,2511,2012-07,0.16,58.6,73.9,89.2,44,6.23,35.79
Amador,2511,2012-08,0,63.3,78.9,94.5,39.2,11.74,45.22
Amador,2511,2012-09,0.1,58.6,73.8,89,38.3,8.97,36.23
Amador,2511,2012-10,1.97,48.8,61.6,74.4,39.4,3.78,20.71
Amador,2511,2012-11,6.27,42.5,52.1,61.7,37.4,1.6,10.23
Amador,2511,2012-12,13.11,35.6,42.9,50.1,34.1,0.44,4.38
Amador,2511,2013-01,1.29,33.5,43.6,53.8,26.6,1.55,8.27
Amador,2511,2013-02,0.76,34.3,45.3,56.2,28,1.56,9.2
Amador,2511,2013-03,2.86,41.1,52.8,64.5,35.9,1.71,12.63
Amador,2511,2013-04,1.56,44.3,56.8,69.2,37.2,2.34,16.11
Amador,2511,2013-05,0.82,48.9,62,75.1,38.7,3.18,21.45
Amador,2511,2013-06,0.85,55.2,69.9,84.6,43.8,4.62,30.73
Amador,2511,2013-07,0,63.5,78.3,93.1,42.5,10.16,41.76
Amador,2511,2013-08,0,59.2,74,88.7,41.1,7.81,36.02
Amador,2511,2013-09,1.22,54.7,68.4,82,41.4,5.07,27.79
Amador,2511,2013-10,0.15,46.8,60,73.2,29.5,5.11,21.8
Amador,2511,2013-11,1.45,42.4,53.6,64.9,29,3.35,14.75
Amador,2511,2013-12,0.77,34.7,46.1,57.5,23.5,3.01,11.53
Amador,2511,2014-01,1.29,41.3,52.9,64.5,25.5,4.62,15.55
Amador,2511,2014-02,11.1,39.5,48.7,57.8,35.1,1.38,8.92
Amador,2511,2014-03,5.67,42.3,52.8,63.4,35.2,2.39,12.5
Amador,2511,2014-04,3.08,43.9,56.1,68.3,38.1,2.49,15.62
Amador,2511,2014-05,0.56,49.3,62.9,76.6,39.4,3.81,22.92
Amador,2511,2014-06,0,54.7,70.6,86.4,38.9,6.32,34.66
Amador,2511,2014-07,0,64,78.4,92.9,45.2,9.54,41.18
Amador,2511,2014-08,0.04,61.6,75.8,89.9,45.4,7.98,36.54
Amador,2511,2014-09,0.95,58.2,72.2,86.1,42.6,7.25,33.31
Amador,2511,2014-10,0.91,52.2,65.1,78,38.3,5.52,25.36
Amador,2511,2014-11,3.39,43.2,53.3,63.3,37.3,2.3,11.78
Amador,2511,2014-12,10.38,40,47.2,54.5,37,0.75,5.94
Amador,2511,2015-01,0.06,40.6,50.9,61.3,32.6,2.33,10.8
Amador,2511,2015-02,7.35,44,54.4,64.8,35.8,2.41,12.43
Amador,2511,2015-03,0.99,44.4,56.5,68.6,37.9,2.54,15.16
Amador,2511,2015-04,3.39,42.7,55,67.3,34.8,2.21,15.26
Amador,2511,2015-05,1.07,46.7,59.1,71.4,41.2,2.09,17.67
Amador,2511,2015-06,0.08,57.6,72.7,87.9,42.4,6.75,36.21
Amador,2511,2015-07,0.05,60.8,74.9,88.9,45.4,7.29,36.41
Amador,2511,2015-08,0,60.2,75,89.9,41.7,8.04,38.82
Amador,2511,2015-09,0,57.9,72,86.1,35.5,9.35,36.43
Amador,2511,2015-10,2.18,53.2,65.1,77,40.8,4.61,23
Amador,2511,2015-11,5.57,37.5,47.5,57.4,32.4,1.54,9.73
Amador,2511,2015-12,9.58,33.9,41.9,49.8,31.1,0.9,5.87
Butte,678,2005-01,7.14,39.1,46.1,53.2,38,0.59,5.16
Butte,678,2005-02,2.71,43.5,53,62.4,40.6,1.01,9.74
Butte,678,2005-03,4.87,45.1,56.2,67.3,40.7,1.62,13.93
Butte,678,2005-04,2.65,44.5,56.6,68.7,40.9,1.28,14.81
Butte,678,2005-05,4.38,52.5,64.3,76.1,49.1,1.65,19.35
Butte,678,2005-06,2.1,54.4,68.3,82.1,47.5,2.46,27.12
Butte,678,2005-07,0,67,83,98.9,56.8,6.46,47.1
Butte,678,2005-08,0,63.8,80.6,97.4,48.7,8.06,48.63
Butte,678,2005-09,0,55.8,71.5,87.1,44.4,4.65,33.6
Butte,678,2005-10,1.9,51,64.7,78.4,42.8,2.86,23.73
Butte,678,2005-11,4.5,44.9,56.1,67.3,40.3,1.68,13.9
Butte,678,2005-12,16.14,41,49,57,39.8,0.65,6.53
Butte,678,2006-01,5.44,41.2,48.3,55.5,38.6,0.79,6.17
Butte,678,2006-02,5.16,40,51.7,63.4,34.2,1.68,13.28
Butte,678,2006-03,12.94,39.5,47.5,55.5,36.2,0.8,7.31
Butte,678,2006-04,8.9,47.1,56.6,66.1,44.7,1.01,12.13
Butte,678,2006-05,0.7,54.2,68.5,82.8,46.3,3,28.19
Butte,678,2006-06,0.19,61.3,76.7,92.1,50.2,5.22,40.13
Butte,678,2006-07,0,67.1,83.3,99.6,51.8,9.13,52.72
Butte,678,2006-08,0,61.2,77.2,93.1,47,7.09,42.2
Butte,678,2006-09,0,58.7,74.4,90.2,41.3,7.56,39.22
Butte,678,2006-10,0.04,49.7,64,78.3,36.4,4.03,25.42
Butte,678,2006-11,4.09,44,53,62,42.3,0.66,8.82
Butte,678,2006-12,6.49,38.2,47.1,56,33,1.11,8.55
Butte,678,2007-01,0.01,34.6,46.3,58,25.3,1.69,10.9
Butte,678,2007-02,10.29,41.2,50.5,59.7,37.5,1.15,9.53
Butte,678,2007-03,0.86,46,58.8,71.6,39.4,2.38,18.09
Butte,678,2007-04,3.24,46.2,59.7,73.2,39.8,2.08,19.81
Butte,678,2007-05,0.87,54.1,68.9,83.6,41.7,3.48,30.78
Butte,678,2007-06,0.25,58.4,74.3,90.2,44.8,4.68,38.84
Butte,678,2007-07,0.49,63.2,79.2,95.3,51.1,6.14,44.29
Butte,678,2007-08,0,62.8,79,95.2,46.9,8.14,47.12
Butte,678,2007-09,0.76,58.2,72,85.9,47,4.23,30.41
Butte,678,2007-10,1.6,50.3,62.6,74.8,42.1,2.68,20.62
Butte,678,2007-11,0.96,45.7,57.5,69.3,38,2,15.42
Butte,678,2007-12,6.7,36.8,45.4,54.1,31.5,0.91,7.91
Butte,678,2008-01,8.5,37.4,44.8,52.1,33.6,0.84,6.38
Butte,678,2008-02,5.4,39,49.2,59.5,34.8,1.23,10.39
Butte,678,2008-03,0.46,42,54.6,67.1,34.6,1.79,14.97
Butte,678,2008-04,0.62,43.7,58.4,73.2,33.5,2.54,21.89
Butte,678,2008-05,0.03,53.3,67.6,81.9,40.1,4.8,29.61
Butte,678,2008-06,0,58.2,74,89.8,40.7,6.67,38.97
Butte,678,2008-07,0,63.5,79.3,95.2,50,7.13,43.99
Butte,678,2008-08,0,64.1,80.1,96,46.8,8.84,46.4
Butte,678,2008-09,0,59.6,75.4,91.2,40.8,8.41,41.17
Butte,678,2008-10,2.36,52,66.1,80.3,37.7,4.32,26.76
Butte,678,2008-11,2.86,46.7,56.6,66.5,43.1,1.51,11.83
Butte,678,2008-12,3.65,35.5,44.3,53.1,33.2,0.7,6.86
Butte,678,2009-01,2.56,40,50.3,60.5,33,1.94,11.64
Butte,678,2009-02,12.36,40.5,49.4,58.3,36.8,1.08,8.87
Butte,678,2009-03,2.35,41.7,53,64.2,35.4,1.75,13.06
Butte,678,2009-04,0.51,45.2,58.7,72.2,35.6,2.63,20.71
Butte,678,2009-05,3.24,55.2,68.9,82.6,45.7,3.56,29.06
Butte,678,2009-06,0.47,57.4,71.4,85.4,48.7,3.78,30.96
Butte,678,2009-07,0,63.1,79.5,95.9,48.7,7.33,45.89
Butte,678,2009-08,0.02,62.7,78,93.3,47,7.6,42.67
Butte,678,2009-09,0.56,61.8,76.9,92,45.1,7.91,40.97
Butte,678,2009-10,1.46,50,62,74,40.4,3,18.98
Butte,678,2009-11,1.47,43.1,54.3,65.4,37.8,1.58,13.03
Butte,678,2009-12,4.85,36.5,45.1,53.7,33.4,0.76,6.88
Butte,678,2010-01,12.32,41.5,47.7,53.8,40,0.51,4.94
Butte,678,2010-02,5.66,42.9,51,59.2,41.4,0.65,7.45
Butte,678,2010-03,2.38,41.6,52.9,64.3,37,1.36,12.72
Butte,678,2010-04,8.41,43.3,53.7,64,39.7,0.96,12.22
Butte,678,2010-05,1.47,46.5,59.3,72,39.1,2.13,19.18
Butte,678,2010-06,0.01,58.4,72.5,86.6,48,4.19,32.06
Butte,678,2010-07,0,63.8,79.3,94.7,51.7,5.97,41.81
Butte,678,2010-08,0.05,60.9,76.2,91.5,46.6,6.31,40.93
Butte,678,2010-09,0.12,58.9,74,89.1,45.2,6.39,37.17
Butte,678,2010-10,4.14,54,65.4,76.8,45.3,3.42,22.07
Butte,678,2010-11,3.29,43,53,63,39.5,1.3,11.23
Butte,678,2010-12,10.6,42.4,48.8,55.2,40.9,0.46,5.22
Butte,678,2011-01,2.3,37.3,46.6,55.9,35.4,0.67,7.6
Butte,678,2011-02,5.45,37.6,48.3,59,30.9,1.79,11.34
Butte,678,2011-03,12.33,42.6,50.6,58.6,39.8,0.86,8.24
Butte,678,2011-04,0.48,44.7,56.5,68.3,38,1.8,15.61
Butte,678,2011-05,4.36,47.5,59.8,72.2,39.7,2.2,19.39
Butte,678,2011-06,2.29,56.1,68.9,81.6,49.2,3.24,26.71
Butte,678,2011-07,0,62.3,76.7,91,53.2,4.81,36.52
Butte,678,2011-08,0,62.4,78,93.6,49.8,6.35,42.59
Butte,678,2011-09,0,62.6,77.8,93.1,48,6.98,42.42
Butte,678,2011-10,3.46,52,64.2,76.4,46.6,2.04,19.89
Butte,678,2011-11,1.57,41.5,51.2,61,38.2,1.04,9.92
Butte,678,2011-12,0.17,37.1,48.3,59.6,25.8,2.42,12.15
Butte,678,2012-01,6.88,38.6,49.3,60,30.7,1.99,11.54
Butte,678,2012-02,2.08,39.7,50.7,61.6,32.5,1.83,12.02
Butte,678,2012-03,9.46,41.7,51,60.3,36.4,1.32,10.02
Butte,678,2012-04,4.29,46.3,57.7,69.2,41.5,1.71,16.16
Butte,678,2012-05,0.01,51.9,66.4,81,41,3.53,27.76
Butte,678,2012-06,0.24,56.6,71.8,87,42.2,5.24,36.11
Butte,678,2012-07,0,61.2,77.4,93.7,48.3,6.05,43.75
Butte,678,2012-08,0,64.3,80.8,97.3,45.1,9.91,50.74
Butte,678,2012-09,0,59.6,76,92.3,44.1,8.08,41.33
Butte,678,2012-10,1.64,52.4,65.6,78.7,44,3.53,24.24
Butte,678,2012-11,7.15,45.8,55.1,64.4,43.5,1.11,10.74
Butte,678,2012-12,11.44,39.6,46.8,54,37.3,0.65,6.09
Butte,678,2013-01,0.89,34.9,45.7,56.4,30,1.21,9.45
Butte,678,2013-02,0.98,37.1,49.9,62.7,30.6,1.9,13.29
Butte,678,2013-03,2.49,43.8,56.6,69.3,38,1.9,16.45
Butte,678,2013-04,0.85,48.7,62.1,75.6,38.2,3.28,22.64
Butte,678,2013-05,0.36,53.7,67.2,80.6,40.5,4.3,27.21
Butte,678,2013-06,1.18,59.1,74.2,89.3,47.7,4.91,37.33
Butte,678,2013-07,0,64.9,80.9,96.9,49.8,7.85,47.5
Butte,678,2013-08,0,61.7,76.7,91.8,47.9,6.51,40.11
Butte,678,2013-09,1.39,58.7,72.2,85.6,46.4,5.03,31.52
Butte,678,2013-10,0.12,48.8,63.3,77.8,35.1,4.56,25.16
Butte,678,2013-11,2.18,44.5,56.4,68.4,33.4,3.39,16.78
Butte,678,2013-12,0.42,35.6,47.7,59.7,25.8,2.51,12.65
Butte,678,2014-01,0.48,41.4,54.4,67.5,28.9,3.73,17.55
Butte,678,2014-02,9.17,42.3,52.3,62.3,39.3,1.31,10.92
Butte,678,2014-03,7.97,45.9,56.8,67.7,40.2,2.05,15.19
Butte,678,2014-04,1.53,48.1,60.9,73.8,42.2,2.33,20.54
Butte,678,2014-05,0.16,54,68.7,83.4,40.7,5.48,32.15
Butte,678,2014-06,0,58.8,75,91.3,43.2,6.53,40.86
Butte,678,2014-07,0.03,65.8,81.3,96.8,49.4,8.59,48.15
Butte,678,2014-08,0.47,63.6,78.2,92.8,50.6,6.75,41.45
Butte,678,2014-09,0.87,61.1,75.4,89.8,48,6.68,38.27
Butte,678,2014-10,0.97,54,67.3,80.6,44.2,4.69,27.14
Butte,678,2014-11,4.16,45.4,55.1,64.9,43.8,1.29,11.13
Butte,678,2014-12,14.25,45.6,51.3,57.1,43.3,0.65,5.8
Butte,678,2015-01,0.07,40.9,51.3,61.8,37.5,1.18,9.95
Butte,678,2015-02,3.99,45,56,67,40.1,1.74,12.88
Butte,678,2015-03,0.24,47.6,60.6,73.5,40.8,2.62,19.45
Butte,678,2015-04,2.51,46.8,60.5,74.1,37.9,2.73,21.69
Butte,678,2015-05,0.1,52,65.2,78.4,44.4,2.61,24
Butte,678,2015-06,0.33,61.7,77.4,93,48.2,6.68,43.24
Butte,678,2015-07,0.03,64.5,79.1,93.7,51.3,7.39,43
Butte,678,2015-08,0.07,62.1,77.6,93.1,47,7.28,43.45
Butte,678,2015-09,0.33,59.7,74.4,89.2,42.3,7.89,39.71
Butte,678,2015-10,0.34,56.5,69.6,82.7,44.9,5.32,28.63
Butte,678,2015-11,3.24,40.7,51.6,62.4,36.6,1.48,11.73
Butte,678,2015-12,6.17,38.8,46.4,53.9,36.8,0.67,6.45
Calavera,2105,2005-01,10.88,40.5,51.1,61.7,37.1,1.19,12.43
Calavera,2105,2005-02,4.84,48.7,61.4,74,39.6,0.86,11.66
Calavera,2105,2005-03,8.73,41.5,52.3,63,39.2,1.03,10.52
Calavera,2105,2005-04,2.01,43.4,57.1,70.8,39.8,1.06,16.11
Calavera,2105,2005-05,3.64,47.2,60.7,74.2,46.6,0.81,18.35
Calavera,2105,2005-06,0.82,49.6,65.4,81.3,45.7,1.36,26.4
Calavera,2105,2005-07,0,61.8,80.1,98.4,51.8,4.82,50.12
Calavera,2105,2005-08,0,61.5,79.3,97.1,45.4,7.55,50.32
Calavera,2105,2005-09,0.41,51.7,68.5,85.4,41.7,3.28,32.18
Calavera,2105,2005-10,0.63,48.2,62.7,77.2,40.8,2.27,23.07
Calavera,2105,2005-11,1.75,42.7,56.4,70.2,36.5,1.68,18.69
Calavera,2105,2005-12,12.97,39.9,48.3,56.8,38.9,0.43,7.26
Calavera,2105,2006-01,7.82,38.1,47,55.8,36.9,0.43,6.65
Calavera,2105,2006-02,3.18,38.3,49.5,60.7,32.7,1.3,11.92
Calavera,2105,2006-03,10.37,35.1,44.7,54.3,35,0.25,6.93
Calavera,2105,2006-04,10.76,43.4,53,62.5,44.1,0.13,9.07
Calavera,2105,2006-05,1.54,50.8,64.7,78.7,46.1,1.89,22.95
Calavera,2105,2006-06,0,57.4,73.3,89.2,48.3,4.2,35.09
Calavera,2105,2006-07,0,65,82.1,99.3,47.6,8.51,54.17
Calavera,2105,2006-08,0,57.6,75.6,93.6,43.4,5.63,44.72
Calavera,2105,2006-09,0,55.5,73.4,91.2,38.3,6.67,43.59
Calavera,2105,2006-10,1.03,46,61,76,37,2.6,22.85
Calavera,2105,2006-11,2.44,41.2,51.9,62.5,39.4,0.6,10.38
Calavera,2105,2006-12,5,36.4,46.1,55.9,32.4,0.94,8.55
Calavera,2105,2007-01,1.54,32.4,43.6,54.9,24.8,1.6,8.99
Calavera,2105,2007-02,9.03,37,47.8,58.6,36.4,0.42,9.3
Calavera,2105,2007-03,1.36,41,55.9,70.8,38.8,0.75,18.31
Calavera,2105,2007-04,2.51,42.5,56.3,70.1,39.6,1.05,17.67
Calavera,2105,2007-05,0.89,48.2,64.6,80.9,41.1,2.41,26.25
Calavera,2105,2007-06,0.01,53.7,71.2,88.7,43.1,3.64,35.91
Calavera,2105,2007-07,0,59.3,77.1,94.9,47.4,5.07,41.12
Calavera,2105,2007-08,0,60,78.1,96.1,44.4,7.11,43.17
Calavera,2105,2007-09,0.28,52.9,69.4,85.8,43.7,2.8,28.22
Calavera,2105,2007-10,1.18,46.1,60.5,75,38.2,2.06,22.43
Calavera,2105,2007-11,1.15,42.8,57.1,71.4,35.3,2.13,15.55
Calavera,2105,2007-12,5.2,33.2,43.3,53.4,31.5,0.44,7.04
Calavera,2105,2008-01,9.81,35.6,43.7,51.7,33,0.62,6.33
Calavera,2105,2008-02,4.86,36.2,46.6,57,34,0.71,9.01
Calavera,2105,2008-03,0.59,39.4,52.1,64.7,34.1,1.21,13.37
Calavera,2105,2008-04,0.1,39.6,54.6,69.6,33.6,1.8,17.96
Calavera,2105,2008-05,0.85,48.3,63.3,78.3,39.2,3,26.97
Calavera,2105,2008-06,0,55,72.2,89.3,38.5,5.91,40.77
Calavera,2105,2008-07,0,60,77.8,95.6,45,6.78,47.96
Calavera,2105,2008-08,0,60.6,78.5,96.5,41.7,8.26,50.57
Calavera,2105,2008-09,0,56.1,74.3,92.4,37.7,7.74,46.29
Calavera,2105,2008-10,0.88,48.9,64.7,80.5,34.7,4.37,26.27
Calavera,2105,2008-11,2.99,43.3,55.6,67.8,41.6,0.84,14.18
Calavera,2105,2008-12,4.44,33.2,44.1,54.9,33.5,0.26,8.58
Calavera,2105,2009-01,3.77,36.5,48.4,60.2,33,0.93,12.06
Calavera,2105,2009-02,6.41,37.1,47.8,58.5,35.2,0.61,9.93
Calavera,2105,2009-03,5.26,37,49.7,62.4,35.8,0.38,11.95
Calavera,2105,2009-04,1.63,39.8,54,68.2,34.9,1.47,17.22
Calavera,2105,2009-05,2.76,51.4,66,80.5,45,2.63,25.93
Calavera,2105,2009-06,0.15,51.9,66.9,81.9,45.5,2.81,27.73
Calavera,2105,2009-07,0,61.3,78.3,95.2,43.2,8.23,47.13
Calavera,2105,2009-08,0,59.5,75.9,92.3,42.2,7.2,42.96
Calavera,2105,2009-09,0.19,59.1,75,90.8,41.2,7.54,41.4
Calavera,2105,2009-10,3.28,45.3,58,70.7,38.8,1.66,16.44
Calavera,2105,2009-11,0.78,39.7,51.5,63.3,36.6,0.82,12.18
Calavera,2105,2009-12,5.84,34.4,43.4,52.4,34,0.32,6.3
Calavera,2105,2010-01,7.8,38,46.3,54.6,37.2,0.33,6.79
Calavera,2105,2010-02,5.07,38.5,47.1,55.7,39.5,0.07,6.44
Calavera,2105,2010-03,3.67,37.4,49.1,60.8,36.1,0.46,11
Calavera,2105,2010-04,7.11,38.8,49.1,59.3,39.4,0.29,9.1
Calavera,2105,2010-05,2.9,42.1,54.8,67.5,39.5,0.89,14.67
Calavera,2105,2010-06,0.06,53,68.2,83.4,46.9,1.99,28.24
Calavera,2105,2010-07,0,59.5,76.2,92.9,48.7,4.46,39.73
Calavera,2105,2010-08,0.03,57.2,73.7,90.3,43.6,5.55,39.07
Calavera,2105,2010-09,0,54.9,71.3,87.6,42,5.06,36.95
Calavera,2105,2010-10,5.47,50.6,62.3,74,44.4,2.35,19.47
Calavera,2105,2010-11,6.94,38.9,49.1,59.2,36.7,0.83,9.58
Calavera,2105,2010-12,12.57,39.1,46.8,54.5,39.5,0.2,4.96
Calavera,2105,2011-01,2.61,35.4,45.2,55.1,34.9,0.34,7.7
Calavera,2105,2011-02,6.23,33.4,44,54.6,30.6,0.64,8.29
Calavera,2105,2011-03,13.05,37.5,46.9,56.2,37.6,0.19,7.05
Calavera,2105,2011-04,1.25,40.1,52.3,64.6,39.4,0.38,11.95
Calavera,2105,2011-05,2.9,42.5,55.6,68.7,38.8,1.18,16.15
Calavera,2105,2011-06,2.73,51.7,65.4,79.2,47.9,1.93,23.66
Calavera,2105,2011-07,0,58,74.1,90.1,50.7,2.96,35.51
Calavera,2105,2011-08,0,59.1,75.8,92.6,47.3,5.37,40.69
Calavera,2105,2011-09,0.07,59.1,74.8,90.4,46.1,6.02,37.25
Calavera,2105,2011-10,2.37,49.1,62,74.9,45.6,1.34,17.8
Calavera,2105,2011-11,1.03,38.7,49.6,60.6,36,0.88,10.02
Calavera,2105,2011-12,0.03,33.7,45.4,57.1,24.9,1.54,10.42
Calavera,2105,2012-01,5.49,36.4,48.1,59.8,28.3,1.91,11.43
Calavera,2105,2012-02,1.55,35.9,47.1,58.3,32.6,0.77,9.67
Calavera,2105,2012-03,6.94,36.6,47.2,57.7,34.7,0.49,8.62
Calavera,2105,2012-04,5.94,41.5,53.6,65.7,40.6,0.51,12.59
Calavera,2105,2012-05,0.16,47,62.1,77.2,40.9,1.94,22.92
Calavera,2105,2012-06,0.65,51.5,67.7,83.9,43.3,2.9,30.35
Calavera,2105,2012-07,0.04,57.8,74.6,91.4,45.8,4.89,39.34
Calavera,2105,2012-08,0,62.4,79.4,96.3,41.1,10.32,49.38
Calavera,2105,2012-09,0.06,58.4,74.6,90.8,40.8,7.9,39.39
Calavera,2105,2012-10,1.23,48.7,62.3,76,41.7,2.96,21.92
Calavera,2105,2012-11,4.95,42.2,52.8,63.3,40.5,0.77,10.55
Calavera,2105,2012-12,11.3,35.4,43.3,51.2,36.9,0.14,4.11
Calavera,2105,2013-01,1.15,32.2,43.3,54.3,29.4,0.78,8.24
Calavera,2105,2013-02,0.78,32.8,45.1,57.4,31.1,0.67,9.44
Calavera,2105,2013-03,2.38,40.5,53.5,66.4,38.4,0.77,13.69
Calavera,2105,2013-04,1.48,44.1,57.6,71.1,39.9,1.24,17.16
Calavera,2105,2013-05,0.36,48.3,62.7,77.1,40.7,2.25,23.12
Calavera,2105,2013-06,0.55,54.7,70.8,86.8,45.9,3.32,33.04
Calavera,2105,2013-07,0.01,62.1,78.9,95.6,45,8.35,46.61
Calavera,2105,2013-08,0,57.6,74.2,90.9,43.1,6.08,39.72
Calavera,2105,2013-09,0.73,53.6,68.7,83.8,43.6,3.81,29.97
Calavera,2105,2013-10,0.29,45.1,59.9,74.6,31.8,3.88,22.9
Calavera,2105,2013-11,1.47,40.9,53.7,66.5,31.7,2.18,15.63
Calavera,2105,2013-12,0.8,32.7,45.8,58.8,27.1,1.62,11.84
Calavera,2105,2014-01,1.15,38.9,52.2,65.4,28.2,2.96,16.01
Calavera,2105,2014-02,8.11,38.9,49.1,59.2,38.4,0.49,9.18
Calavera,2105,2014-03,4.95,42.9,54.1,65.2,37.8,1.82,13.64
Calavera,2105,2014-04,2.87,43.7,56.9,70.1,40.7,1.58,17.06
Calavera,2105,2014-05,0.37,49.3,64.1,78.8,40.4,3.31,26.32
Calavera,2105,2014-06,0,55.4,71.9,88.4,40.7,6.01,38.1
Calavera,2105,2014-07,0.02,63.8,79.3,94.9,46.4,9.13,45.34
Calavera,2105,2014-08,0,62,76.8,91.6,46,8.12,39.93
Calavera,2105,2014-09,1.11,58.4,73,87.5,44.7,6.71,35.37
Calavera,2105,2014-10,0.54,51.4,65.7,79.9,39.6,4.76,27.81
Calavera,2105,2014-11,3.14,42.6,53.9,65.2,39.7,1.53,12.91
Calavera,2105,2014-12,8.49,40.3,48.3,56.3,39.9,0.41,6.47
Calavera,2105,2015-01,0.08,39.2,50.9,62.6,34.5,1.51,11.88
Calavera,2105,2015-02,5.65,43.5,55.1,66.7,38.3,1.67,14.22
Calavera,2105,2015-03,0.76,44,57.3,70.5,39.8,1.71,17.27
Calavera,2105,2015-04,2.99,42.8,56.2,69.5,36.7,1.76,17.04
Calavera,2105,2015-05,0.8,47.2,60.2,73.3,42.9,1.55,19.45
Calavera,2105,2015-06,0,57.1,73.8,90.4,44.7,5.26,40.03
Calavera,2105,2015-07,0.03,61,76,91,46.6,6.98,39.69
Calavera,2105,2015-08,0,59.9,76,92.1,43.1,7.37,42.47
Calavera,2105,2015-09,0.02,57.9,72.8,87.8,38.3,8.4,38.63
Calavera,2105,2015-10,1.67,53.3,66.1,79,42.4,4.05,24.75
Calavera,2105,2015-11,5.38,37.5,48.6,59.7,34.7,1.03,10.87
Calavera,2105,2015-12,8.79,33.8,42.7,51.7,33.3,0.62,6.44
Colusa,194,2005-01,4.35,38.3,45.3,52.3,40.7,0.04,3.19
Colusa,194,2005-02,2.52,43.7,52.8,62,43.5,0.44,7.79
Colusa,194,2005-03,2.13,45.1,56.7,68.3,43.3,0.78,12.79
Colusa,194,2005-04,0.73,44.4,58,71.7,41.7,0.94,15.99
Colusa,194,2005-05,1.55,52.8,66,79.2,49.9,1.2,21.21
Colusa,194,2005-06,0.43,55.4,69.9,84.4,48.4,2.25,28.89
Colusa,194,2005-07,0,63.3,81.3,99.2,56.7,3.34,45.82
Colusa,194,2005-08,0,59.3,77.9,96.5,50.8,3.1,45.18
Colusa,194,2005-09,0,52.5,69.8,87.1,45.2,2.23,33.17
Colusa,194,2005-10,0.47,48.9,64.4,79.8,42.2,2.02,25.31
Colusa,194,2005-11,1.97,42,55.3,68.6,39.9,0.81,14.59
Colusa,194,2005-12,7.35,40.4,48.7,57,41.1,0.34,5.7
Colusa,194,2006-01,2.28,41.1,49,56.9,40.8,0.52,5.95
Colusa,194,2006-02,2.49,38.8,51.4,64,36.4,0.66,12.66
Colusa,194,2006-03,4.85,40.2,49,57.8,38.8,0.44,7.21
Colusa,194,2006-04,3.9,47.4,57.5,67.7,46.4,0.56,11.45
Colusa,194,2006-05,0.89,53.6,69.1,84.7,48.3,1.72,29.5
Colusa,194,2006-06,0,60.7,76.9,93.1,52.4,3.45,40.23
Colusa,194,2006-07,0,63.3,81,98.7,54.5,3.72,47.33
Colusa,194,2006-08,0,56.8,74.7,92.6,50.1,2.33,39.41
Colusa,194,2006-09,0,53.8,72.1,90.3,43.2,3.24,38.84
Colusa,194,2006-10,0.21,47,63,79,37.2,2.29,26.01
Colusa,194,2006-11,1.48,43.1,53.1,63.1,43.1,0.37,8.94
Colusa,194,2006-12,2.39,36.4,46.4,56.5,34.2,0.56,8.14
Colusa,194,2007-01,0,31.7,45.4,59,27.5,0.86,10.87
Colusa,194,2007-02,3.32,40.7,50.7,60.7,39.5,0.57,9.11
Colusa,194,2007-03,0.04,43.9,58.5,73.1,41.2,1.03,18.49
Colusa,194,2007-04,1.04,45.6,61,76.4,40.6,1.39,22.39
Colusa,194,2007-05,0.72,52.4,68.6,84.9,43.2,2.72,31.84
Colusa,194,2007-06,0,57.2,74.1,91,47.9,2.98,38.45
Colusa,194,2007-07,0.22,58.8,76.3,93.9,53.7,2.62,39.13
Colusa,194,2007-08,0,58.3,76.5,94.6,50.4,3.24,42.9
Colusa,194,2007-09,0.19,54,69.9,85.9,47.4,2.24,31.17
Colusa,194,2007-10,1.19,47,61.1,75.2,41.8,1.52,20.55
Colusa,194,2007-11,1,42.3,55.8,69.3,38.1,1.12,15.46
Colusa,194,2007-12,2.2,36,45.3,54.6,32.4,0.57,7.52
Colusa,194,2008-01,8.17,37.7,44.9,52.2,35.8,0.48,5.3
Colusa,194,2008-02,2.61,39.3,49.8,60.4,37.5,0.62,9.5
Colusa,194,2008-03,0.02,41.2,55,68.9,36.5,1.24,15.1
Colusa,194,2008-04,0.05,42.7,59,75.3,35.2,1.71,22.04
Colusa,194,2008-05,0.08,53.7,69,84.3,42.6,3.73,31
Colusa,194,2008-06,0.02,58.2,75,91.9,43.7,5.43,40.22
Colusa,194,2008-07,0,60.5,77.8,95.1,52.8,3.35,41.16
Colusa,194,2008-08,0,60,78.1,96.2,50.5,3.73,44.53
Colusa,194,2008-09,0.14,55.4,73.6,91.8,43.9,3.8,40.58
Colusa,194,2008-10,0.41,49.4,65.7,82,38.6,2.72,27.8
Colusa,194,2008-11,1.21,44.9,56.2,67.5,44.1,0.69,11.82
Colusa,194,2008-12,1.37,34.1,44,53.9,34.8,0.28,6.43
Colusa,194,2009-01,0.95,37,49,60.9,35.3,0.64,10.9
Colusa,194,2009-02,3.63,39.5,49.6,59.6,39.3,0.41,8.45
Colusa,194,2009-03,1.24,42.6,54.6,66.6,38.1,1.2,13.51
Colusa,194,2009-04,0.42,44.3,60,75.8,37.7,1.66,22.52
Colusa,194,2009-05,0.5,54.6,70.6,86.5,47.6,2.3,32.44
Colusa,194,2009-06,0.07,57.3,72.7,88.1,50.8,2.53,32.32
Colusa,194,2009-07,0,59.8,78,96.3,51.7,3.32,43.51
